id,"name","department","alias","symptom","bodypart","prone_group","related_ill","definition","etiology","clinical_feature",search_index
1345,"催乳素瘤","妇科、神经外科","催乳素分泌瘤","骨质疏松,闭经,闭经-乳溢-不,恶心,乳溢一高泌乳素,光反射消失,单眼失明,骨密度增加,垂体功能减退","全身","暂无","垂体腺瘤,颅咽管瘤,闭经,脑膜瘤,下丘脑错构瘤,颅内生殖细胞瘤,骨质疏松","泌乳素瘤是由垂体泌乳素细胞瘤分泌过量泌乳素引起的下丘脑-垂体疾病中常见的一种疾病，典型的临床表现有闭经、溢乳、不孕育、高泌乳素血症及垂体占位性病变。有临床症状的泌乳素微腺瘤一般不会长成大腺瘤。部分腺瘤有侵袭性，出现腺瘤增大及血PRL升高。在垂",NULL,NULL,17
1346,"脊髓梅毒","传染科","no","腹痛,眼肌麻痹,排尿疼痛,排尿困难及尿潴,恶心与呕吐,感觉性共济失调,呼吸困难,下肢振动觉和位,膝、踝反射减退,光反射消失","全身","暂无","多发性硬化,尿失禁,脊髓肿瘤,亚急性联合变性,运动神经元病,颈椎病,糖尿病","脊髓梅毒是中枢神经梅毒的重要类型，包括脊髓痨、脊髓膜血管性梅毒和梅毒性脊髓炎。梅毒性脊髓炎因病变常累及脊膜，也称之为梅毒性脊膜脊",NULL,NULL,0
1347,"老年人高钾血症","心血管内科","老年高钾血症","心律失常,血小板增多,室颤,麻痹","全身","暂无","脱水,低钾血症,低钠血症,高钾血症,周期性麻痹,代谢性酸中毒,心律失常,性早熟","高钾血症是指血清钾>5.5mmol/L。高血钾时体钾总量并不一定增多，但细胞内、外钾分布不正常。除非肾脏本身病变，老年人肾脏功能并不降低;因此，高钾血症较低钾血症少见。",NULL,NULL,0
1348,"多系统器官功能衰竭","重症监护科","多器官功能障碍","代谢性酸中毒,昏迷,黄疸,啰音,氮质血症,呼吸不规则,肺实变,过度通气,呼吸急促,创伤","全身","暂无","心源性休克,肝肾综合征,创伤性休克,过敏性休克,小儿热性惊厥,迁延性昏迷,代谢性酸中毒","多系统器官功能衰竭是在严重感染、创伤、大手术、病理产科等后，同时或顺序地发生两个或两个以上的器官功能衰竭的临床综合征。多系统器官功能衰竭是ICU中死亡的最常见原因。",NULL,NULL,0
1349,"类肺炎性胸腔积液","心胸外科","类肺炎性胸膜腔积液","胸腔积液,意识丧失,胸痛,咳痰,寒战","全身","暂无","结核性胸膜炎,肺部感染,咳嗽,肺脓肿,胸腔积液,肺癌,贫血,脓肿","尽管目前许多强有力的抗生素在临床应用，肺炎仍然是最常见的疾病之一。在美国，肺炎伴胸腔积液位居胸腔积液病因的第2位，渗出性胸腔积液病因的第1位。大多数类肺炎性胸腔积液通过有效的抗生素治疗而积液可以自行吸收。但是，约10%的胸腔积液需要手术干预。",NULL,NULL,0
1350,"不随意运动","神经内科","不自主运动","痴呆,肝豆状核变性,功能性震颤,断续的肌收缩,肌纤维颤搐,抽搐,持续的肌肉收缩","全身","暂无","迟发性运动障碍,肝豆状核变性,风湿热,扭转痉挛,手足徐动症,痴呆,肌阵挛","不随意运动是患者意识清醒时有时也可发生在轻度意识障碍或浅昏迷时，出现不能控制的骨骼肌不正常运动，表现形式多样，一般在情绪激动时加重，睡眠时停止;其病变大多发生在锥体外系，大脑皮质运动区、脑干、小脑、脊髓、周围",NULL,NULL,0
1351,"光化性角化病","皮肤科","老年性角化病","毛细血管扩张症,浅棕色斑点,鳞屑,生长缓慢,皮损可呈角样突","全身","暂无","鳞状细胞癌,恶性雀斑样痣,脂溢性角化病,盘状红斑狼疮","光化性角化病是一种职业病，主要受日光、紫外线、放射性热能以及沥青或煤及其提炼而物诱发本病。病损多见于中年以上男性日光暴露部位，如面部、耳廓、手背等。主要表现为表面粗糙，可见角化性鳞屑。揭去鳞屑，可见下方的基面红润，凹凸不平，呈乳头状。治疗一般采取外用药和手",NULL,NULL,0
1352,"急性化脓性脊髓炎","神经内科","no","截瘫,神经根刺激,高热,脊髓性间歇破行,畏寒","全身","暂无","发烧,截瘫,结核性脊髓炎,脓肿","急性化脓性脊髓炎极为罕见，是由急性化脓性感染后引起急性脊髓炎症，本病常并发脊髓内脓肿。是一种呈节段性、上升性、横贯性，以损害脊髓神经为主的疾病，是非特异性炎症引起的脊髓白质脱髓鞘病变或坏死，导致急性横贯性脊髓损害。此病危害极大，如不及时治疗或误治会带来极大",NULL,NULL,0
1353,"急性杂合性白血病","血液科","急性混合细胞白血病","肺部感染,颅内压增高,容易发生青肿,肝脾肿大,贫血貌,淋巴结肿大","全身","暂无","急性白血病,中枢神经系统白,贫血","急性杂合性白血病hybridacuteleukemia，HAL又称急性混合细胞白血病，是一种髓细胞系和淋巴细胞系共同受累且达到一定积分的急性白血病。",NULL,NULL,0
1354,"局部麻醉药中毒","急诊科","no","昏迷,头晕,麻醉药中毒,眼-头反射消失,阵挛,谵妄,无力,光反射消失,肌张力减低,反应迟钝","全身","暂无","昏迷,惊厥,乙醚中毒,头晕,支气管哮喘,药物中毒性周围,低血压,休克,贫血","局部麻醉药物简称局麻药分为脂类局麻药和酰胺类局麻药。属于脂类局麻药的有普鲁卡因奴氟卡因、氯普鲁卡因、丁卡因、可卡因;酰胺类局麻药利多卡因、甲哌卡因、丁吡卡因、依替卡因、丙胺卡因、罗吡卡因。作为局部麻醉神经阻滞、椎管内麻醉和静脉麻醉，其中毒原因各不",NULL,NULL,0
1355,"高血压危象","心血管内科","no","头痛并呕吐,基底节出血,剧烈头痛,嗜睡,烦躁不安,恶心,心悸伴高血压,颈部搏动,视乳头水肿,视力障碍","全身","暂无","高血压性心肌病,假性高血压,恶性高血压性小,高血压脑病,高血压病伴发的,高血压肾病,恶性高血压视网,高血压","高血压危象是高血压患者并发的一种极其危急的症候，常在不良诱因影响下，血压骤然升到26.6/16千帕200/120毫米汞柱以上，出现心、脑、肾的急性损害危急症候。病人感到突然头痛、头晕、视物不清或失明;恶心、呕吐、心慌、气短、面色苍白或潮红;两手抖动、烦",NULL,NULL,611
1356,"瞀瘛","神经内科、中医科","no","神志不清,视物变形,抽搐,眩晕","全身","暂无","伤寒,中暑痉挛,惊风,痉病,慢脾风,神昏,癫痫","瞀瘛是指瞀，指视物模糊昏花。瘛，指手指筋脉拘急抽搐。多由於火热上扰心神，引动肝风所致，相当于西医学的癫痫发作性疾病。",NULL,NULL,0
1357,"淋巴癌","血液科、肿瘤科","恶性淋巴瘤","皮肤搔痒,盗汗,脾肿大,肝肿大,气管受压,消瘦,韦氏环,体重减轻,淋巴结肿大,淋巴结退化","全身","暂无","腹膜后淋巴结炎,急性淋巴结炎,小儿周围淋巴结,组织细胞坏死性,颈部淋巴结结核,脾大","恶性淋巴癌又称“淋巴瘤”，是原发于淋巴结或其他淋巴组织的恶性肿瘤，是我国常见的十大恶性肿瘤之一。本病多见于中、青年，男性患者多于女性。本病按其细胞成分的不同可分为何杰金氏病和非何杰金氏淋巴瘤两大类。其恶性程度不一，由淋巴一组织细胞系统恶性增生所引起，多发生",NULL,NULL,2358
1358,"糖原累积病","内分泌科","糖原贮积病","酮症酸中毒,肝脏肿大,肝大而硬,无力,生长缓慢","全身","暂无","糖原贮积病Ⅴ型,糖原贮积病Ⅱ型,惊厥,昏迷,糖原累积症,新生儿颅内出血,低血糖症,病毒性心肌炎,糖原贮积病,糖原贮积病Ⅰ型","糖原累积症又称糖原贮积症、糖原贮积病，是少见的一组常染色体相关的隐性遗传病，患者不能正常代谢糖原，使糖原合成或分解发生障碍，因此糖原一种淀粉大量沉积于组织中而致病。糖原贮积症有很多类型，其中Ⅰ、Ⅲ、Ⅵ、Ⅸ型以肝脏病变为主，Ⅱ、Ⅴ、Ⅶ型以肌肉组织受损为主",NULL,NULL,74
1359,"小儿高血压","心血管内科","儿童高血压","水肿,共济失调,头晕,食欲下降,多尿,生长缓慢,视力障碍,抽风,抽搐","全身","暂无","昏迷,惊厥,小儿心力衰竭,小儿癫痫,小儿脑瘫,鼻出血,小儿惊厥,小儿抽动秽语综,小儿发作性舞蹈,高血压","小儿血压正常值因年龄不同而异，年龄愈小血压愈低。目前认为血压高于相同年龄段收缩压高压或舒张压低压20毫米汞柱，或学龄前儿童>110/70毫米汞柱，学龄儿童>120/80毫米汞柱要考虑高血压。原发性高血压在小儿少见，约占20%～30%，但",NULL,NULL,9
1360,"癫病","神经内科","no","痴呆,言语凌乱,抑郁,情志内伤,季节性情绪抑郁,喜讲秽语,表情淡漠","全身","暂无","精神分裂症,狂病,脑萎,痴呆","癫病是由于情志所伤，或先天遗传，导致痰气郁结，蒙蔽心窍，或阴阳失调，精神失常，临床表现以精神抑郁，表情淡漠，沉默痴呆，喃喃自语，出言无序，静而多喜少动为特征的一种常见多发的精神病。",NULL,NULL,0
1361,"老年人变异型心绞痛","心血管内科","老年变异型心绞痛","传导阻滞,心律失常,心绞痛,胆心综合征,猝死,胸痛,心动过速,血压下降,强迫停立位","全身","暂无","急性心肌梗死,变异型心绞痛,心脏神经官能症,心肌梗死,心律失常,心绞痛","变异型心绞痛为自发性心绞痛的一种。1959年，Prinzmetal等将冠状动脉痉挛引起的缺血性心绞痛命名为“变异性心绞痛”，指出此心绞痛的发作与活动无关，疼痛发生在安静时，发作时ST段抬高，发作过后ST段下降，不出现病理Q波。疼痛主要由于冠脉痉挛所致，其半",NULL,NULL,0
1362,"糖尿病神经病变","内分泌科","no","消瘦,进行性消瘦","全身","暂无","老年人糖尿病性,高渗性非酮症糖,2型糖尿病,糖尿病肾病,妊娠合并糖尿病,糖尿病足,糖尿病","糖尿病神经病变，是由于长期高血糖引起体内代谢紊乱、微循环障碍，造成神经缺血、缺氧而逐渐发生的，因此说它的基本病因就是长期控制不良的高血糖。由此可见，它是能避免的。糖尿病的神经病变可涉及全身各部位的神经，但主要分为中枢神经系统脑、脊髓及周围神经系统。由于",NULL,NULL,0
1363,"非霍奇金淋巴瘤","血液科、肿瘤科","no","腹痛,颅内压增高,盗汗,脊髓压迫,呼吸困难,消瘦,淋巴结肿大,骨质破坏,骨痛","全身","暂无","放射性心包炎,腹痛,慢性淋巴细胞白,截瘫,多发性骨髓瘤,淋巴瘤,黄疸,组织细胞坏死性,血管免疫母细胞,慢性淋巴细胞性","非霍奇金淋巴瘤是具有很强异质性的一组独立疾病的总称。在我国也是比较常见的一种肿瘤，在常见恶性肿瘤排位中在前10位以内。NHL病变是主要发生在淋巴结、脾脏、胸腺等淋巴器官，也可发生在淋巴结外的淋巴组织和器官的淋巴造血系统的恶性肿瘤。依据细胞来源将其",NULL,NULL,576
1364,"硫化血红蛋白血症","血液科","硫血红蛋白血症","腹泻,便秘,腹痛,头晕,发绀,气急","全身","暂无","行军性血红蛋白,异常血红蛋白病,头晕,腹痛,溶血性贫血,中毒性高铁血红,遗传性高铁血红,不稳定血红蛋白,腹泻,头痛","硫化血红蛋白血症是由于病人血中含有硫化血红蛋白sulfmethemoglobin，SHB所引起。",NULL,NULL,0
1365,"坏死性结节病样肉芽肿病","血液科","no","藏毛窦,胸痛,气急,体重减轻,肉芽肿,结节,肺外症状","全身","暂无","韦格内肉芽肿,老年人结节病,淋巴瘤样肉芽肿,咳嗽,韦格纳肉芽肿,结节病,小儿结节病","坏死性结节病样肉芽肿病necroticsarcoidgranulomatosis，NSG是一种原发性肺肉芽肿性疾病，其病理组织学显示融合的结节病样或上皮样肉芽肿，伴血管炎和大片坏死。",NULL,NULL,0
1366,"椎-基底动脉盗血综合征","神经内科","no","晕厥,共济失调,构音障碍,视力常呈雾状模,复视,偏盲偏身感觉障,间歇性头晕","全身","暂无","脑动脉硬化症,晕厥,锁骨下动脉盗血,颅内动脉瘤,脑动静脉畸形,偏瘫,脑动脉盗血综合,共济失调,脑血管病","锁骨下动脉盗血综合征是指椎动脉起始部近侧段锁骨下动脉或无名动脉狭窄或闭塞后，对侧椎动脉血流经过基底动脉返流至患侧椎动脉重新组成患侧锁骨下动脉远侧段的供血。",NULL,NULL,0
1367,"内伤发热","中医科","no","头晕,高热,低热,盗汗,血虚,无力,烦热,恶寒","全身","暂无","Q热,热入血室,头晕,潮热,热中,经行发热","内伤发热是指以内伤为病因，脏腑功能失调、气血水湿郁遏或气血阴阳亏虚为基本病机，以发热为主要临床表现的病证。一般起病较缓，病程较长。临床上多表现为低热，但有时可以是高热。凡是不因感受外邪所导致的发热，均属内伤发热的范畴。西医学所称的功能性低热，肿瘤、血液病、",NULL,NULL,91
1368,"急性嗜酸性粒细胞性肺炎","呼吸内科","急性嗜酸粒细胞肺炎","胸痛,气急,咯血伴呛咳,肌痛","全身","暂无","咳嗽,急性呼吸窘迫综,单纯性肺嗜酸性,肺损伤,肺嗜酸性粒细胞,肺炎","急性嗜酸性粒细胞性肺炎acuteeosinophilicpneumonia，AEP于1989年首先报道。因其不同于单纯性肺嗜酸性粒细胞浸润症，因此近年来将其作为一个独立的临床病症。",NULL,NULL,0
1369,"小儿戈谢病","肝胆外科","小儿高歇病","骨质疏松,惊厥,肌肉萎缩,角弓反张,发绀,肝功能异常,呼吸困难,肺受累,颈强直,牙关紧闭","腹部","暂无","黑热病,尿崩症,血吸虫病,慢性淋巴细胞白,小儿霍奇金病,尼曼-皮克病,黏多糖贮积症,皮克病,骨质疏松,肝大","戈谢病Gauchersdisease，GD是溶酶体贮积病lysosomalstoragedisease，LSD中最常见的一种，为常染色体隐性遗传。其临床特点是肝脾肿大、骨痛，Ⅱ、Ⅲ型患儿有中枢神经系统受累的表现。戈谢细胞是本症的特征。",NULL,NULL,0
1370,"斜疝","普外科","气卵子","高热,畏寒,反复感染","腹部","暂无","嵌顿性腹股沟斜,胃肠积液","腹股沟斜疝是指腹腔内脏器通过位于腹壁下动脉外侧的腹股沟管深环腹横筋膜卵圆孔突出，向内下，向前斜行经腹股沟管，再穿出腹股沟浅环皮下环，甚至进入阴囊的一类腹股沟疝，占腹股沟疝的95%。右侧比左侧多见，男女发病率之比为15：1。从发生机制及发生时间来看，",NULL,NULL,236
1371,"门静脉高压症","肝胆外科","no","上消化道出血,黄疸,腹水,血小板减少,肝积水,脾肿大,黑便,门脉高压","腹部","暂无","腹水,胆总管结石,上消化道出血,慢性缩窄性心包,脾功能亢进,原发性硬化性胆,布卡综合症,先天性胆道闭锁,胰腺癌,黄疸","门静脉高压是一组由门静脉压力持久增高引起的症候群。大多数由肝硬化引起，少数继发于门静脉主干或肝静脉梗阻以及原因不明的其他因素。当门静脉血不能顺利通过肝脏回流入下腔静脉就会引起门静脉压力增高。表现为门-体静脉间交通支开放，大量门静脉血在未进入肝脏前就直接经交",NULL,NULL,152
1372,"脾动脉瘤","肿瘤科","no","no","腹部","暂无","腹水,猫喘音,上腹部疼痛,肝脾肿大,恶心,剧痛","脾动脉瘤是内脏动脉中最常见的动脉瘤，占腹腔内脏动脉瘤的50%以上。尽管其实质上并非肿瘤，但临床上仍主张将其归类于脾脏良性肿瘤。脾动脉瘤发病率较低，不易诊断，故大多未被引起注意，仅仅在手术过程中或病理解剖时才发现。脾动脉瘤虽属少见，但实际发病率要比目前所知的",NULL,NULL,0
